"ProcessAgeSeconds","Available","DedicatedBytes","SharedBytes","CommittedBytes","WorkingSetBytes","PrivateBytes"
"76,82","True","41177088","96788480","129314816","232194048","213368832"
"87,17","True","41177088","97447936","129974272","238039040","219226112"
"97,27","True","41201664","101527552","134078464","240992256","222179328"
"107,37","True","41193472","101498880","134041600","271630336","252866560"
"117,47","True","41193472","100302848","132845568","237518848","218742784"
